,airline_sentiment,text,processed_text,label,label_doc2vec
8893,neutral,@JetBlue Haha. I figured that. I was meaning there's no return flights out of Charlotte. It's like N/A for a week plus,jetblue haha i figure that i be mean theres no return flight out of charlotte it like na for a week plus,0,1
12677,negative,@AmericanAir airport and 2 extra nights for hotels and not once have I heard of anything from your embarrassing airline saying that you will,americanair airport and extra night for hotel and not once have i heard of anything from your embarrass airline say that you will,-1,0
3639,positive,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!,united i be protect on that flight by gate agent kerry at la she also do an excellent job get me to my destination today thanks,1,2
3146,negative,"@united €202.88 is the difference between the booked flights, do you want screen shots?",unite be the difference between the booked flight do you want screen shot,-1,0
14421,negative,"@AmericanAir Flt Cancelled Flighted, rescheduled to bad time. Tried 800# 3hrs. Website states can't do online=useless website. Help?",americanair flt cancel flight reschedule to bad time try hrs website state cant do onlineuseless website help,-1,0
4574,neutral,@SouthwestAir  Just left there  Friday!,southwestair just leave there friday,0,1
13628,negative,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload,americanair cowboycerrone you apologise for his frustration amp his disappointment but not your terrible service blameshiftoverload,-1,0
3055,neutral,@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-),united check in boardingpass wno checkin bagage guess im all set,0,1
2441,negative,"@united remember in business, a pleasant experience, means you will tell a friend. A bad experience means you will tell everyone you see",united remember in business a pleasant experience mean you will tell a friend a bad experience mean you will tell everyone you see,-1,0
11781,negative,@USAirways Waiting for my luggage on flight 1923. Is there a delay?,usairways wait for my luggage on flight be there a delay,-1,0
11130,negative,@USAirways has the most ass backwards process for using credits on flights. even trying to get a hold of customer relations is impossible,usairways have the most ass backwards process for use credit on flight even try to get a hold of customer relation be impossible,-1,0
4392,negative,@SouthwestAir thanks for the apology. Unfortunately i have had one too many bad experiences and will no longer be flying with southwest.,southwestair thanks for the apology unfortunately i have have one too many bad experience and will no longer be fly with southwest,-1,0
112,neutral,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",virginamerica have getaway deal through may from oneway lot of cool city cheapflights farecompare,0,1
13146,positive,@AmericanAir exceptional customer service from AA - my misplaced item was waiting for me at checkin followed by a smooth flight. Thank you!,americanair exceptional customer service from aa my misplaced item be wait for me at checkin follow by a smooth flight thank you,1,2
11569,negative,@USAirways @AmericanAir stranded in cold Texas and getting sick because you overbooked the flight and gave my seat away. #gooutofbusiness,usairways americanair strand in cold texas and get sick because you overbooked the flight and give my seat away gooutofbusiness,-1,0
2809,negative,@United you need to get it together 3 of 4 flights Cancelled Flightled stranded with no car and my baggage is lost!  You NEVER get it right.,unite you need to get it together of flight cancel flightled strand with no car and my baggage be lose you never get it right,-1,0
5251,negative,@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!,southwestair be there any estimate on when the hold for you online will end im at an hour and forty minute now i need to rebook,-1,0
5444,neutral,"@SouthwestAir Hey there, can you follow us so we can DM you a question :) 😁",southwestair hey there can you follow u so we can dm you a question,0,1
9757,negative,@USAirways is holding my luggage hostage from flight 5182,usairways be hold my luggage hostage from flight,-1,0
1495,negative,@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing,united weve be wait min for a gate at sfo yet so many of them be free your excellence in operational efficiency be show,-1,0
10161,positive,"@USAirways worked w/ Tiffany H at cust service desk in Charlotte and she was helpful and patient. Still stuck, but she was great.",usairways work w tiffany h at cust service desk in charlotte and she be helpful and patient still stick but she be great,1,2
3357,negative,@united tried that already &amp; tried forgetting the wifi network connection. Still forces log in with incorrect email. Other suggestions?,united try that already amp tried forget the wifi network connection still force log in with incorrect email other suggestion,-1,0
10917,negative,@USAirways now the plane is 100 degrees and we are burning up. This is completely illegal.,usairways now the plane be degree and we be burn up this be completely illegal,-1,0
4037,neutral,"@united captain ""we apologize for the delay, the company is looking for an open gate (glance starboard side, see 5 open gates)",united captain we apologize for the delay the company be look for an open gate glance starboard side see open gate,0,1
12409,neutral,"@AmericanAir. Had my flight changed from US Airways to you, now I can't get two seats together. Can you help?",americanair have my flight change from u airways to you now i cant get two seat together can you help,0,1
7359,negative,@JetBlue how about free wifi on flt 1254 out of PBI to make up for 2.5 hr delay? Treat us right.,jetblue how about free wifi on flt out of pbi to make up for hr delay treat u right,-1,0
9455,negative,@USAirways don't worry. Used own initiative and arriving much earlier than you planned for me,usairways dont worry use own initiative and arrive much early than you plan for me,-1,0
10267,negative,"@USAirways Why is my ""first available"" flight for me now Tuesday but a flight today  that is ""booked ""#flt 755 available to buy online?",usairways why be my first available flight for me now tuesday but a flight today that be book flt available to buy online,-1,0
3716,negative,@united I wrote to you but got nothing.and I am out of US .It is very simple thing.Will ypu provide compensation for your delay?,united i write to you but get nothingand i be out of u it be very simple thingwill ypu provide compensation for your delay,-1,0
11394,negative,@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease,usairways no access to dividend mile and for a week the automate phone keep tell me to call back late flightr frustrate livepersonplease,-1,0
4580,negative,@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,southwestair hasnt evennotified u that theflight isdelayed via emailtextphone callif we wererunning late flight i would be piss unreliable,-1,0
